2023-01-20,21088.550328871240823
2023-01-20,21066.226682432206698
2023-01-20,21129.434412973402339
2023-01-20,21096.818889613803624
2023-01-20,21101.341544487188491
2023-01-20,21014.043673858813105
2023-01-20,20991.660877053484029
2023-01-20,20958.300832384250887
2023-01-20,20963.815722344033999
2023-01-20,20952.019161271208604
2023-01-20,20979.480904907549417
2023-01-20,20968.129639409286893
2023-01-20,20981.770912415448196
2023-01-20,21115.058362991951922
2023-01-20,21077.013870692038351
2023-01-20,21150.131710452050704
2023-01-20,21146.594279753696074
2023-01-20,21324.334613765566883
2023-01-20,21360.000035824877097
2023-01-20,21393.996512606018960
2023-01-20,21487.018559166688320
2023-01-20,22258.336898009328506
2023-01-20,22331.835060868360298
2023-01-20,22593.810528932514198
2023-01-21,22688.871852938738251
2023-01-21,22599.145998309350964
2023-01-21,22584.088979114747469
2023-01-21,22567.837383673187244
2023-01-21,22567.648527401116203
2023-01-21,22613.652811991285741
2023-01-21,22591.751351350915323
2023-01-21,22632.432939118954787
2023-01-21,22658.683098500522529
2023-01-21,22736.460105166413795
2023-01-21,23022.023823966124936
2023-01-21,22786.574319704549755
2023-01-21,22934.874564257518868
2023-01-21,23071.032972337480471
2023-01-21,22965.240484382529433
2023-01-21,22992.028747671878183
2023-01-21,23067.001986726734764
2023-01-21,23235.706437176609790
2023-01-21,23269.305184870998432
2023-01-21,23277.636421308518169
2023-01-21,23307.376384498655008
2023-01-21,23166.430023255420555
2023-01-21,23218.940857849013832
2023-01-21,23049.117022699397621
2023-01-22,22798.868975089577283
2023-01-22,22905.056225135461836
2023-01-22,22832.726009375013934
2023-01-22,22746.322406950038099
2023-01-22,22789.593218924439895
2023-01-22,22879.059524388448883
2023-01-22,22911.045350267019097
2023-01-22,22956.669069854439178
2023-01-22,22926.603575354529840
2023-01-22,22940.371086826866616
2023-01-22,22890.915617544150382
2023-01-22,22909.955005992684908
2023-01-22,22818.000559312919246
2023-01-22,22894.162926097170027
2023-01-22,22934.517483913037581
2023-01-22,23010.067206140329495
2023-01-22,22835.138068536595780
2023-01-22,22850.535552393772884
2023-01-22,22947.906182202493245
2023-01-22,22867.255789927058311
2023-01-22,22758.895078405013328
2023-01-22,22474.648100466131294
2023-01-22,22612.888856534390481
2023-01-22,22700.162463162082109
2023-01-23,22741.389355643784902
2023-01-23,22770.902288592350127
2023-01-23,22736.495650071238069
2023-01-23,22779.878912373862358
2023-01-23,22687.473759532448126
2023-01-23,22773.005156994646169
2023-01-23,22737.405957104681807
2023-01-23,22795.458062510965087
2023-01-23,22716.275193058338375
2023-01-23,22750.302469966881739
2023-01-23,22793.136164658517509
2023-01-23,22946.678628521555113
2023-01-23,22930.851421687790268
2023-01-23,22943.727880797470853
2023-01-23,22834.568889415675572
2023-01-23,22802.493372564106136
2023-01-23,22894.068731218082165
2023-01-23,22934.984569981928284
2023-01-23,23031.066369828188651
2023-01-23,22978.780652029661450
2023-01-23,22801.859012252222660
2023-01-23,23014.711159006863821
2023-01-23,23010.354407694539044
2023-01-23,22942.918658440397159
2023-01-24,22938.465192749482911
2023-01-24,23000.525314170130274
2023-01-24,23096.838029610929437
2023-01-24,23067.973092142819303
2023-01-24,23099.178360798305908
2023-01-24,23094.195025682158807
2023-01-24,23137.972573924465751
2023-01-24,23110.385396846474942
2023-01-24,23074.965163803350730
2023-01-24,23083.793413334243784
2023-01-24,22889.681709201441562
2023-01-24,22936.994885454987769
2023-01-24,22933.042807692008641
2023-01-24,22995.158104647105927
2023-01-24,22872.279372211030392
2023-01-24,22921.581236946901884
2023-01-24,22932.547551921521990
2023-01-24,22899.459559917901278
2023-01-24,22926.037062760373179
2023-01-24,23028.591251022407638
2023-01-24,23042.018091692424004
2023-01-24,23035.086503268988791
2023-01-24,22935.579346990069415
2023-01-24,22799.052100839443789
2023-01-25,22663.017381138435714
2023-01-25,22705.072818082394777
2023-01-25,22515.343975024089121
2023-01-25,22573.146495967279321
2023-01-25,22669.559640190548520
2023-01-25,22660.188445504890899
2023-01-25,22702.600680088493157
2023-01-25,22741.046856115023190
2023-01-25,22755.532526977770173
2023-01-25,22697.711673007090798
2023-01-25,22639.637354767863273
2023-01-25,22646.571124502602949
2023-01-25,22618.951844040614725
